location_type,country,state,location_name,quarter,from_date,to_date,transaction_category,payment_type,transaction_count,transaction_amount,transaction_amount_crores,avg_transaction_value
state,India,Sikkim,Sikkim,Q4 2019,01/10/19,28/12/19,Merchant payments,TOTAL,73992,43954548.8,4.39545488,594.0446103
state,India,Sikkim,Sikkim,Q4 2019,01/10/19,28/12/19,Financial Services,TOTAL,373,494076.3451,0.049407635,1324.601461
state,India,Sikkim,Sikkim,Q4 2019,01/10/19,28/12/19,Others,TOTAL,2947,2898164.48,0.289816448,983.4287342
state,India,Sikkim,Sikkim,Q1 2020,01/01/20,28/03/20,Peer-to-peer payments,TOTAL,230413,954765350.2,95.47653502,4143.713029
state,India,Sikkim,Sikkim,Q1 2020,01/01/20,28/03/20,Recharge & bill payments,TOTAL,215586,53588505.84,5.358850584,248.5713629
state,India,Sikkim,Sikkim,Q1 2020,01/01/20,28/03/20,Merchant payments,TOTAL,79881,43201695.39,4.320169539,540.8256706
state,India,Sikkim,Sikkim,Q1 2020,01/01/20,28/03/20,Financial Services,TOTAL,345,175569.5393,0.017556954,508.8972155
state,India,Sikkim,Sikkim,Q1 2020,01/01/20,28/03/20,Others,TOTAL,1893,1745150.991,0.174515099,921.8969843
state,India,Sikkim,Sikkim,Q2 2020,01/04/20,28/06/20,Recharge & bill payments,TOTAL,297620,78397187.11,7.839718711,263.4137058
state,India,Sikkim,Sikkim,Q2 2020,01/04/20,28/06/20,Peer-to-peer payments,TOTAL,186495,939900165.9,93.99001659,5039.81429
state,India,Sikkim,Sikkim,Q2 2020,01/04/20,28/06/20,Merchant payments,TOTAL,31442,34385184.66,3.438518466,1093.606789
state,India,Sikkim,Sikkim,Q2 2020,01/04/20,28/06/20,Financial Services,TOTAL,883,999656.0722,0.099965607,1132.113332
state,India,Sikkim,Sikkim,Q2 2020,01/04/20,28/06/20,Others,TOTAL,1291,936594.4803,0.093659448,725.4798453
state,India,Sikkim,Sikkim,Q3 2020,01/07/20,28/09/20,Recharge & bill payments,TOTAL,298885,83894642.67,8.389464267,280.6920477
state,India,Sikkim,Sikkim,Q3 2020,01/07/20,28/09/20,Peer-to-peer payments,TOTAL,245087,1255521153,125.5521153,5122.757033
state,India,Sikkim,Sikkim,Q3 2020,01/07/20,28/09/20,Merchant payments,TOTAL,49299,58337178.67,5.833717867,1183.333915
state,India,Sikkim,Sikkim,Q3 2020,01/07/20,28/09/20,Financial Services,TOTAL,1252,1795366.733,0.179536673,1433.998988
state,India,Sikkim,Sikkim,Q3 2020,01/07/20,28/09/20,Others,TOTAL,1912,1378387.617,0.137838762,720.9140258
state,India,Sikkim,Sikkim,Q4 2020,01/10/20,28/12/20,Peer-to-peer payments,TOTAL,334069,1711730127,171.1730127,5123.881972
state,India,Sikkim,Sikkim,Q4 2020,01/10/20,28/12/20,Recharge & bill payments,TOTAL,301382,90168624.05,9.016862405,299.18384
state,India,Sikkim,Sikkim,Q4 2020,01/10/20,28/12/20,Merchant payments,TOTAL,95503,112478003.9,11.24780039,1177.743148
state,India,Sikkim,Sikkim,Q4 2020,01/10/20,28/12/20,Financial Services,TOTAL,1427,2361187.592,0.236118759,1654.651431
state,India,Sikkim,Sikkim,Q4 2020,01/10/20,28/12/20,Others,TOTAL,2654,2537863.028,0.253786303,956.2407792
state,India,Sikkim,Sikkim,Q1 2021,01/01/21,28/03/21,Peer-to-peer payments,TOTAL,403703,1965492630,196.549263,4868.659954
state,India,Sikkim,Sikkim,Q1 2021,01/01/21,28/03/21,Recharge & bill payments,TOTAL,279679,93174110.11,9.317411011,333.1466078
state,India,Sikkim,Sikkim,Q1 2021,01/01/21,28/03/21,Merchant payments,TOTAL,112925,154183320.1,15.41833201,1365.360373
state,India,Sikkim,Sikkim,Q1 2021,01/01/21,28/03/21,Financial Services,TOTAL,1844,3027799.278,0.302779928,1641.973578
state,India,Sikkim,Sikkim,Q1 2021,01/01/21,28/03/21,Others,TOTAL,2038,1789867.734,0.178986773,878.2471707
state,India,Sikkim,Sikkim,Q2 2021,01/04/21,28/06/21,Peer-to-peer payments,TOTAL,473141,2125758497,212.5758497,4492.864699
state,India,Sikkim,Sikkim,Q2 2021,01/04/21,28/06/21,Recharge & bill payments,TOTAL,345495,103846501.5,10.38465015,300.5730952
state,India,Sikkim,Sikkim,Q2 2021,01/04/21,28/06/21,Merchant payments,TOTAL,153671,190473176.2,19.04731762,1239.486801
state,India,Sikkim,Sikkim,Q2 2021,01/04/21,28/06/21,Financial Services,TOTAL,1865,2851874.287,0.285187429,1529.155114
state,India,Sikkim,Sikkim,Q2 2021,01/04/21,28/06/21,Others,TOTAL,2542,1969531.029,0.196953103,774.7958415
state,India,Sikkim,Sikkim,Q3 2021,01/07/21,28/09/21,Peer-to-peer payments,TOTAL,595826,2582075089,258.2075089,4333.605934
state,India,Sikkim,Sikkim,Q3 2021,01/07/21,28/09/21,Recharge & bill payments,TOTAL,346173,111613776.8,11.16137768,322.4219588
state,India,Sikkim,Sikkim,Q3 2021,01/07/21,28/09/21,Merchant payments,TOTAL,213808,290732930.5,29.07329305,1359.78509
state,India,Sikkim,Sikkim,Q3 2021,01/07/21,28/09/21,Financial Services,TOTAL,1689,2624558.386,0.262455839,1553.912603
state,India,Sikkim,Sikkim,Q3 2021,01/07/21,28/09/21,Others,TOTAL,3098,2290508.817,0.229050882,739.3508124
state,India,Sikkim,Sikkim,Q4 2021,01/10/21,28/12/21,Peer-to-peer payments,TOTAL,831597,3548508410,354.850841,4267.101023
state,India,Sikkim,Sikkim,Q4 2021,01/10/21,28/12/21,Recharge & bill payments,TOTAL,376078,136473754.4,13.64737544,362.8868331
state,India,Sikkim,Sikkim,Q4 2021,01/10/21,28/12/21,Merchant payments,TOTAL,369343,504586163.6,50.45861636,1366.172267
state,India,Sikkim,Sikkim,Q4 2021,01/10/21,28/12/21,Financial Services,TOTAL,2269,3162023.721,0.316202372,1393.575902
state,India,Sikkim,Sikkim,Q4 2021,01/10/21,28/12/21,Others,TOTAL,5058,4052910.301,0.40529103,801.2871295
state,India,Sikkim,Sikkim,Q1 2022,01/01/22,28/03/22,Peer-to-peer payments,TOTAL,916940,3650961081,365.0961081,3981.679369
state,India,Sikkim,Sikkim,Q1 2022,01/01/22,28/03/22,Merchant payments,TOTAL,449273,570784579.7,57.07845797,1270.46268
state,India,Sikkim,Sikkim,Q1 2022,01/01/22,28/03/22,Recharge & bill payments,TOTAL,371579,139135962.1,13.91359621,374.4451708
state,India,Sikkim,Sikkim,Q1 2022,01/01/22,28/03/22,Financial Services,TOTAL,2124,3062332.164,0.306233216,1441.775972
state,India,Sikkim,Sikkim,Q1 2022,01/01/22,28/03/22,Others,TOTAL,4386,3487320.926,0.348732093,795.1028104
state,India,Sikkim,Sikkim,Q2 2022,01/04/22,28/06/22,Peer-to-peer payments,TOTAL,1198014,4596501308,459.6501308,3836.767607
state,India,Sikkim,Sikkim,Q2 2022,01/04/22,28/06/22,Merchant payments,TOTAL,706658,847497607.1,84.74976071,1199.303775
state,India,Sikkim,Sikkim,Q2 2022,01/04/22,28/06/22,Recharge & bill payments,TOTAL,411189,162174479.7,16.21744797,394.4037406
state,India,Sikkim,Sikkim,Q2 2022,01/04/22,28/06/22,Financial Services,TOTAL,1758,1861284.797,0.18612848,1058.751307
state,India,Sikkim,Sikkim,Q2 2022,01/04/22,28/06/22,Others,TOTAL,4462,3070990.528,0.307099053,688.2542643
state,India,Sikkim,Sikkim,Q3 2022,01/07/22,28/09/22,Peer-to-peer payments,TOTAL,1222037,4173703594,417.3703594,3415.365978
state,India,Sikkim,Sikkim,Q3 2022,01/07/22,28/09/22,Merchant payments,TOTAL,772650,830361401,83.0361401,1074.692812
state,India,Sikkim,Sikkim,Q3 2022,01/07/22,28/09/22,Recharge & bill payments,TOTAL,397207,153567926.3,15.35679263,386.6193857
state,India,Sikkim,Sikkim,Q3 2022,01/07/22,28/09/22,Financial Services,TOTAL,1538,2851319.548,0.285131955,1853.91388
state,India,Sikkim,Sikkim,Q3 2022,01/07/22,28/09/22,Others,TOTAL,3326,2396303.405,0.23963034,720.4760688
state,India,Sikkim,Sikkim,Q4 2022,01/10/22,28/12/22,Peer-to-peer payments,TOTAL,1548662,5175155339,517.5155339,3341.694533
state,India,Sikkim,Sikkim,Q4 2022,01/10/22,28/12/22,Merchant payments,TOTAL,1033541,1096220774,109.6220774,1060.645658
state,India,Sikkim,Sikkim,Q4 2022,01/10/22,28/12/22,Recharge & bill payments,TOTAL,470639,181281682.3,18.12816823,385.1820234
state,India,Sikkim,Sikkim,Q4 2022,01/10/22,28/12/22,Financial Services,TOTAL,2049,2701971.789,0.270197179,1318.678277
state,India,Sikkim,Sikkim,Q4 2022,01/10/22,28/12/22,Others,TOTAL,3448,3025622.232,0.302562223,877.5006473
state,India,Sikkim,Sikkim,Q1 2023,01/01/23,28/03/23,Peer-to-peer payments,TOTAL,1779090,5451626602,545.1626602,3064.278143
state,India,Sikkim,Sikkim,Q1 2023,01/01/23,28/03/23,Merchant payments,TOTAL,1067585,1091745064,109.1745064,1022.630576
state,India,Sikkim,Sikkim,Q1 2023,01/01/23,28/03/23,Recharge & bill payments,TOTAL,543957,213517668,21.3517668,392.5267402
state,India,Sikkim,Sikkim,Q1 2023,01/01/23,28/03/23,Financial Services,TOTAL,2603,2801184,0.2801184,1076.136765
state,India,Sikkim,Sikkim,Q1 2023,01/01/23,28/03/23,Others,TOTAL,2893,2877504,0.2877504,994.6436225
state,India,Sikkim,Sikkim,Q2 2023,01/04/23,28/06/23,Peer-to-peer payments,TOTAL,2196285,6799375282,679.9375282,3095.852898
state,India,Sikkim,Sikkim,Q2 2023,01/04/23,28/06/23,Merchant payments,TOTAL,1616549,1523202088,152.3202088,942.2554392
state,India,Sikkim,Sikkim,Q2 2023,01/04/23,28/06/23,Recharge & bill payments,TOTAL,594826,251468530,25.146853,422.7598155
state,India,Sikkim,Sikkim,Q2 2023,01/04/23,28/06/23,Financial Services,TOTAL,2790,3457083,0.3457083,1239.097849
state,India,Sikkim,Sikkim,Q2 2023,01/04/23,28/06/23,Others,TOTAL,2517,2847453,0.2847453,1131.288439
state,India,Sikkim,Sikkim,Q3 2023,01/07/23,28/09/23,Peer-to-peer payments,TOTAL,2187102,6245427022,624.5427022,2855.571904
state,India,Sikkim,Sikkim,Q3 2023,01/07/23,28/09/23,Merchant payments,TOTAL,2011690,1619166618,161.9166618,804.8787925
state,India,Sikkim,Sikkim,Q3 2023,01/07/23,28/09/23,Recharge & bill payments,TOTAL,600784,233423001,23.3423001,388.5306549
state,India,Sikkim,Sikkim,Q3 2023,01/07/23,28/09/23,Financial Services,TOTAL,3289,7262131,0.7262131,2208.005777
state,India,Sikkim,Sikkim,Q3 2023,01/07/23,28/09/23,Others,TOTAL,2072,1958649,0.1958649,945.2939189
state,India,Sikkim,Sikkim,Q4 2023,01/10/23,28/12/23,Peer-to-peer payments,TOTAL,2165502,6467541154,646.7541154,2986.62442
state,India,Sikkim,Sikkim,Q4 2023,01/10/23,28/12/23,Merchant payments,TOTAL,2124031,1877772225,187.7772225,884.0606493
state,India,Sikkim,Sikkim,Q4 2023,01/10/23,28/12/23,Recharge & bill payments,TOTAL,562618,235242389,23.5242389,418.1209791
state,India,Sikkim,Sikkim,Q4 2023,01/10/23,28/12/23,Financial Services,TOTAL,3357,7657246,0.7657246,2280.97885
state,India,Sikkim,Sikkim,Q4 2023,01/10/23,28/12/23,Others,TOTAL,1816,2395457,0.2395457,1319.084251
state,India,Sikkim,Sikkim,Q1 2024,01/01/24,28/03/24,Merchant payments,TOTAL,2707037,2172007531,217.2007531,802.3560561
state,India,Sikkim,Sikkim,Q1 2024,01/01/24,28/03/24,Peer-to-peer payments,TOTAL,2501457,6989057055,698.9057055,2793.994482
state,India,Sikkim,Sikkim,Q1 2024,01/01/24,28/03/24,Recharge & bill payments,TOTAL,605942,278107861,27.8107861,458.9677906
state,India,Sikkim,Sikkim,Q1 2024,01/01/24,28/03/24,Financial Services,TOTAL,3962,14632590,1.463259,3693.233216
state,India,Sikkim,Sikkim,Q1 2024,01/01/24,28/03/24,Others,TOTAL,1748,1916486,0.1916486,1096.387872
state,India,Sikkim,Sikkim,Q2 2024,01/04/24,28/06/24,Merchant payments,TOTAL,3610564,2756669498,275.6669498,763.5010757
state,India,Sikkim,Sikkim,Q2 2024,01/04/24,28/06/24,Peer-to-peer payments,TOTAL,2927640,8213879109,821.3879109,2805.631536
state,India,Sikkim,Sikkim,Q2 2024,01/04/24,28/06/24,Recharge & bill payments,TOTAL,642240,310411870,31.041187,483.3269027
state,India,Sikkim,Sikkim,Q2 2024,01/04/24,28/06/24,Financial Services,TOTAL,5988,12875123,1.2875123,2150.154142
state,India,Sikkim,Sikkim,Q2 2024,01/04/24,28/06/24,Others,TOTAL,1890,2682555,0.2682555,1419.34127
state,India,Sikkim,Sikkim,Q3 2024,01/07/24,28/09/24,Merchant payments,TOTAL,3967262,2720586221,272.0586221,685.759151
state,India,Sikkim,Sikkim,Q3 2024,01/07/24,28/09/24,Peer-to-peer payments,TOTAL,3060298,7537324304,753.7324304,2462.938022
state,India,Sikkim,Sikkim,Q3 2024,01/07/24,28/09/24,Recharge & bill payments,TOTAL,677635,293314207,29.3314207,432.8498484
state,India,Sikkim,Sikkim,Q3 2024,01/07/24,28/09/24,Financial Services,TOTAL,6715,15986708,1.5986708,2380.745793
state,India,Sikkim,Sikkim,Q3 2024,01/07/24,28/09/24,Others,TOTAL,1871,2617632,0.2617632,1399.055051
state,India,Sikkim,Sikkim,Q4 2024,01/10/24,28/12/24,Merchant payments,TOTAL,4746814,3358031205,335.8031205,707.4284362
state,India,Sikkim,Sikkim,Q4 2024,01/10/24,28/12/24,Peer-to-peer payments,TOTAL,3464526,8951460155,895.1460155,2583.747432
state,India,Sikkim,Sikkim,Q4 2024,01/10/24,28/12/24,Recharge & bill payments,TOTAL,682763,312543062,31.2543062,457.7621547
state,India,Sikkim,Sikkim,Q4 2024,01/10/24,28/12/24,Financial Services,TOTAL,20851,15322191,1.5322191,734.842022
state,India,Sikkim,Sikkim,Q4 2024,01/10/24,28/12/24,Others,TOTAL,1916,3744785,0.3744785,1954.480689
state,India,Tamil Nadu,Tamil Nadu,Q1 2018,01/01/18,28/03/18,Recharge & bill payments,TOTAL,3308548,646028338.4,64.60283384,195.2603796
state,India,Tamil Nadu,Tamil Nadu,Q1 2018,01/01/18,28/03/18,Peer-to-peer payments,TOTAL,2670613,10031518934,1003.151893,3756.260804
state,India,Tamil Nadu,Tamil Nadu,Q1 2018,01/01/18,28/03/18,Merchant payments,TOTAL,326510,272002057.2,27.20020572,833.0588869
state,India,Tamil Nadu,Tamil Nadu,Q1 2018,01/01/18,28/03/18,Financial Services,TOTAL,115363,31876073.75,3.187607375,276.3110681
state,India,Tamil Nadu,Tamil Nadu,Q1 2018,01/01/18,28/03/18,Others,TOTAL,305588,280132294.1,28.01322941,916.6992621
state,India,Tamil Nadu,Tamil Nadu,Q2 2018,01/04/18,28/06/18,Recharge & bill payments,TOTAL,4464677,1189892956,118.9892956,266.5126628
state,India,Tamil Nadu,Tamil Nadu,Q2 2018,01/04/18,28/06/18,Peer-to-peer payments,TOTAL,4433762,18067624388,1806.762439,4075.009978
state,India,Tamil Nadu,Tamil Nadu,Q2 2018,01/04/18,28/06/18,Merchant payments,TOTAL,627918,517130320.5,51.71303205,823.5634597
state,India,Tamil Nadu,Tamil Nadu,Q2 2018,01/04/18,28/06/18,Financial Services,TOTAL,167035,65402385.26,6.540238526,391.5489883
state,India,Tamil Nadu,Tamil Nadu,Q2 2018,01/04/18,28/06/18,Others,TOTAL,298736,285794226.6,28.57942266,956.6782264
state,India,Tamil Nadu,Tamil Nadu,Q3 2018,01/07/18,28/09/18,Peer-to-peer payments,TOTAL,8810836,26792462660,2679.246266,3040.853633
state,India,Tamil Nadu,Tamil Nadu,Q3 2018,01/07/18,28/09/18,Recharge & bill payments,TOTAL,5148411,1521551955,152.1551955,295.538168
state,India,Tamil Nadu,Tamil Nadu,Q3 2018,01/07/18,28/09/18,Merchant payments,TOTAL,1290978,733189649.6,73.31896496,567.9334966
state,India,Tamil Nadu,Tamil Nadu,Q3 2018,01/07/18,28/09/18,Financial Services,TOTAL,191732,37049222.37,3.704922237,193.2344229
state,India,Tamil Nadu,Tamil Nadu,Q3 2018,01/07/18,28/09/18,Others,TOTAL,332121,245838754,24.5838754,740.2083999
state,India,Tamil Nadu,Tamil Nadu,Q4 2018,01/10/18,28/12/18,Peer-to-peer payments,TOTAL,11538547,39180083691,3918.008369,3395.582103
state,India,Tamil Nadu,Tamil Nadu,Q4 2018,01/10/18,28/12/18,Recharge & bill payments,TOTAL,7093764,2020329568,202.0329568,284.8036061
state,India,Tamil Nadu,Tamil Nadu,Q4 2018,01/10/18,28/12/18,Merchant payments,TOTAL,3145621,1742903221,174.2903221,554.0728592
state,India,Tamil Nadu,Tamil Nadu,Q4 2018,01/10/18,28/12/18,Financial Services,TOTAL,228398,46571758.68,4.657175868,203.906158
state,India,Tamil Nadu,Tamil Nadu,Q4 2018,01/10/18,28/12/18,Others,TOTAL,451114,312185737.4,31.21857374,692.0329171
state,India,Tamil Nadu,Tamil Nadu,Q1 2019,01/01/19,28/03/19,Peer-to-peer payments,TOTAL,18645926,51296299081,5129.629908,2751.072759
state,India,Tamil Nadu,Tamil Nadu,Q1 2019,01/01/19,28/03/19,Recharge & bill payments,TOTAL,8863289,2695317015,269.5317015,304.0989654
state,India,Tamil Nadu,Tamil Nadu,Q1 2019,01/01/19,28/03/19,Merchant payments,TOTAL,4195222,1924461189,192.4461189,458.7269015
state,India,Tamil Nadu,Tamil Nadu,Q1 2019,01/01/19,28/03/19,Financial Services,TOTAL,193261,31217137.55,3.121713755,161.5283867
state,India,Tamil Nadu,Tamil Nadu,Q1 2019,01/01/19,28/03/19,Others,TOTAL,377347,256742393.3,25.67423933,680.38806
state,India,Tamil Nadu,Tamil Nadu,Q2 2019,01/04/19,28/06/19,Peer-to-peer payments,TOTAL,16952961,57924128549,5792.412855,3416.755843
state,India,Tamil Nadu,Tamil Nadu,Q2 2019,01/04/19,28/06/19,Recharge & bill payments,TOTAL,8414514,3280033640,328.003364,389.806665
state,India,Tamil Nadu,Tamil Nadu,Q2 2019,01/04/19,28/06/19,Merchant payments,TOTAL,6296995,2690331793,269.0331793,427.2405794
state,India,Tamil Nadu,Tamil Nadu,Q2 2019,01/04/19,28/06/19,Financial Services,TOTAL,70142,18334602.39,1.833460239,261.3926376
state,India,Tamil Nadu,Tamil Nadu,Q2 2019,01/04/19,28/06/19,Others,TOTAL,437125,294847441.9,29.48474419,674.515166
state,India,Tamil Nadu,Tamil Nadu,Q3 2019,01/07/19,28/09/19,Peer-to-peer payments,TOTAL,21277636,70615331409,7061.533141,3318.758315
state,India,Tamil Nadu,Tamil Nadu,Q3 2019,01/07/19,28/09/19,Merchant payments,TOTAL,10344027,4079315733,407.9315733,394.364374
state,India,Tamil Nadu,Tamil Nadu,Q3 2019,01/07/19,28/09/19,Recharge & bill payments,TOTAL,9246678,3964144354,396.4144354,428.7101113
state,India,Tamil Nadu,Tamil Nadu,Q3 2019,01/07/19,28/09/19,Financial Services,TOTAL,88261,27213741.83,2.721374183,308.3325799
state,India,Tamil Nadu,Tamil Nadu,Q3 2019,01/07/19,28/09/19,Others,TOTAL,453581,273599406.2,27.35994062,603.1985603
state,India,Tamil Nadu,Tamil Nadu,Q4 2019,01/10/19,28/12/19,Peer-to-peer payments,TOTAL,28814008,91858026341,9185.802634,3187.964213
state,India,Tamil Nadu,Tamil Nadu,Q4 2019,01/10/19,28/12/19,Merchant payments,TOTAL,16153034,6420193205,642.0193205,397.4605145
state,India,Tamil Nadu,Tamil Nadu,Q4 2019,01/10/19,28/12/19,Recharge & bill payments,TOTAL,11157765,4681454398,468.1454398,419.5691877
state,India,Tamil Nadu,Tamil Nadu,Q4 2019,01/10/19,28/12/19,Financial Services,TOTAL,60624,24332240.66,2.433224066,401.3631673
state,India,Tamil Nadu,Tamil Nadu,Q4 2019,01/10/19,28/12/19,Others,TOTAL,410980,206859328.3,20.68593283,503.3318611
state,India,Tamil Nadu,Tamil Nadu,Q1 2020,01/01/20,28/03/20,Peer-to-peer payments,TOTAL,30880360,1.01908E+11,10190.7683,3300.080797
state,India,Tamil Nadu,Tamil Nadu,Q1 2020,01/01/20,28/03/20,Merchant payments,TOTAL,21541556,8950736938,895.0736938,415.5102323
state,India,Tamil Nadu,Tamil Nadu,Q1 2020,01/01/20,28/03/20,Recharge & bill payments,TOTAL,14134259,5493239430,549.323943,388.6471466
state,India,Tamil Nadu,Tamil Nadu,Q1 2020,01/01/20,28/03/20,Financial Services,TOTAL,61427,41422107.81,4.142210781,674.3306333
state,India,Tamil Nadu,Tamil Nadu,Q1 2020,01/01/20,28/03/20,Others,TOTAL,335871,176604658.4,17.66046584,525.8109762
state,India,Tamil Nadu,Tamil Nadu,Q2 2020,01/04/20,28/06/20,Peer-to-peer payments,TOTAL,21700844,82347647064,8234.764706,3794.674855
state,India,Tamil Nadu,Tamil Nadu,Q2 2020,01/04/20,28/06/20,Recharge & bill payments,TOTAL,18474731,6414781159,641.4781159,347.2191914
state,India,Tamil Nadu,Tamil Nadu,Q2 2020,01/04/20,28/06/20,Merchant payments,TOTAL,11477546,6909361872,690.9361872,601.9894733
state,India,Tamil Nadu,Tamil Nadu,Q2 2020,01/04/20,28/06/20,Financial Services,TOTAL,78584,89189349.85,8.918934985,1134.955587
state,India,Tamil Nadu,Tamil Nadu,Q2 2020,01/04/20,28/06/20,Others,TOTAL,138405,65529451.74,6.552945174,473.4615927
state,India,Tamil Nadu,Tamil Nadu,Q3 2020,01/07/20,28/09/20,Peer-to-peer payments,TOTAL,31754077,1.23561E+11,12356.10805,3891.187911
state,India,Tamil Nadu,Tamil Nadu,Q3 2020,01/07/20,28/09/20,Merchant payments,TOTAL,20664887,12554589576,1255.458958,607.5324571
state,India,Tamil Nadu,Tamil Nadu,Q3 2020,01/07/20,28/09/20,Recharge & bill payments,TOTAL,17521756,7476952307,747.6952307,426.7239144
state,India,Tamil Nadu,Tamil Nadu,Q3 2020,01/07/20,28/09/20,Financial Services,TOTAL,129671,158512062.5,15.85120625,1222.417214
state,India,Tamil Nadu,Tamil Nadu,Q3 2020,01/07/20,28/09/20,Others,TOTAL,207434,90281020.16,9.028102016,435.2276876
state,India,Tamil Nadu,Tamil Nadu,Q4 2020,01/10/20,28/12/20,Peer-to-peer payments,TOTAL,47800741,1.72196E+11,17219.63818,3602.378921
state,India,Tamil Nadu,Tamil Nadu,Q4 2020,01/10/20,28/12/20,Merchant payments,TOTAL,41297305,24417758782,2441.775878,591.2676089
state,India,Tamil Nadu,Tamil Nadu,Q4 2020,01/10/20,28/12/20,Recharge & bill payments,TOTAL,21563946,9462546013,946.2546013,438.8132865
state,India,Tamil Nadu,Tamil Nadu,Q4 2020,01/10/20,28/12/20,Financial Services,TOTAL,153044,186775413.1,18.67754131,1220.403369
state,India,Tamil Nadu,Tamil Nadu,Q4 2020,01/10/20,28/12/20,Others,TOTAL,364665,209735503.5,20.97355035,575.1456914
state,India,Tamil Nadu,Tamil Nadu,Q1 2021,01/01/21,28/03/21,Peer-to-peer payments,TOTAL,57446279,2.06405E+11,20640.52303,3593.013053
state,India,Tamil Nadu,Tamil Nadu,Q1 2021,01/01/21,28/03/21,Merchant payments,TOTAL,53811885,30722779535,3072.277953,570.9292573
state,India,Tamil Nadu,Tamil Nadu,Q1 2021,01/01/21,28/03/21,Recharge & bill payments,TOTAL,24826273,11115915389,1111.591539,447.7480526
state,India,Tamil Nadu,Tamil Nadu,Q1 2021,01/01/21,28/03/21,Financial Services,TOTAL,170620,215319360.5,21.53193605,1261.981951
state,India,Tamil Nadu,Tamil Nadu,Q1 2021,01/01/21,28/03/21,Others,TOTAL,301617,208899281.9,20.88992819,692.5978373
state,India,Tamil Nadu,Tamil Nadu,Q2 2021,01/04/21,28/06/21,Peer-to-peer payments,TOTAL,60812902,2.16379E+11,21637.90277,3558.110542
state,India,Tamil Nadu,Tamil Nadu,Q2 2021,01/04/21,28/06/21,Merchant payments,TOTAL,52048347,33504798113,3350.479811,643.7245377
state,India,Tamil Nadu,Tamil Nadu,Q2 2021,01/04/21,28/06/21,Recharge & bill payments,TOTAL,32753032,13155346942,1315.534694,401.6527979
state,India,Tamil Nadu,Tamil Nadu,Q2 2021,01/04/21,28/06/21,Financial Services,TOTAL,192614,225113402.7,22.51134027,1168.728144
state,India,Tamil Nadu,Tamil Nadu,Q2 2021,01/04/21,28/06/21,Others,TOTAL,351547,223054882.4,22.30548824,634.4951954
state,India,Tamil Nadu,Tamil Nadu,Q3 2021,01/07/21,28/09/21,Merchant payments,TOTAL,85074941,52932187059,5293.218706,622.1830593
state,India,Tamil Nadu,Tamil Nadu,Q3 2021,01/07/21,28/09/21,Peer-to-peer payments,TOTAL,83833356,2.96121E+11,29612.10793,3532.25844
state,India,Tamil Nadu,Tamil Nadu,Q3 2021,01/07/21,28/09/21,Recharge & bill payments,TOTAL,34751691,15613287082,1561.328708,449.2813625
state,India,Tamil Nadu,Tamil Nadu,Q3 2021,01/07/21,28/09/21,Financial Services,TOTAL,182097,246146707.3,24.61467073,1351.734006
state,India,Tamil Nadu,Tamil Nadu,Q3 2021,01/07/21,28/09/21,Others,TOTAL,515319,294622911.6,29.46229116,571.7291845
state,India,Tamil Nadu,Tamil Nadu,Q4 2021,01/10/21,28/12/21,Merchant payments,TOTAL,117578360,70539086832,7053.908683,599.9325627
state,India,Tamil Nadu,Tamil Nadu,Q4 2021,01/10/21,28/12/21,Peer-to-peer payments,TOTAL,104493071,3.53529E+11,35352.94246,3383.281027
state,India,Tamil Nadu,Tamil Nadu,Q4 2021,01/10/21,28/12/21,Recharge & bill payments,TOTAL,36163870,18979178478,1897.917848,524.8104939
state,India,Tamil Nadu,Tamil Nadu,Q4 2021,01/10/21,28/12/21,Financial Services,TOTAL,228761,275850497.1,27.58504971,1205.845826
state,India,Tamil Nadu,Tamil Nadu,Q4 2021,01/10/21,28/12/21,Others,TOTAL,691914,400412189.8,40.04121898,578.7022517
state,India,Tamil Nadu,Tamil Nadu,Q1 2022,01/01/22,28/03/22,Merchant payments,TOTAL,139788772,81798208976,8179.820898,585.1557876
state,India,Tamil Nadu,Tamil Nadu,Q1 2022,01/01/22,28/03/22,Peer-to-peer payments,TOTAL,119383791,4.09632E+11,40963.17103,3431.217143
state,India,Tamil Nadu,Tamil Nadu,Q1 2022,01/01/22,28/03/22,Recharge & bill payments,TOTAL,34579431,20705079141,2070.507914,598.7686478
state,India,Tamil Nadu,Tamil Nadu,Q1 2022,01/01/22,28/03/22,Financial Services,TOTAL,241201,298216135.4,29.82161354,1236.380178
state,India,Tamil Nadu,Tamil Nadu,Q1 2022,01/01/22,28/03/22,Others,TOTAL,579955,355987089.8,35.59870898,613.8184684
state,India,Tamil Nadu,Tamil Nadu,Q2 2022,01/04/22,28/06/22,Merchant payments,TOTAL,179245529,1.00813E+11,10081.31335,562.4303942
state,India,Tamil Nadu,Tamil Nadu,Q2 2022,01/04/22,28/06/22,Peer-to-peer payments,TOTAL,136341691,4.64333E+11,46433.31084,3405.657543
state,India,Tamil Nadu,Tamil Nadu,Q2 2022,01/04/22,28/06/22,Recharge & bill payments,TOTAL,38257271,24477663684,2447.766368,639.817296
state,India,Tamil Nadu,Tamil Nadu,Q2 2022,01/04/22,28/06/22,Financial Services,TOTAL,202498,233054909,23.3054909,1150.899806
state,India,Tamil Nadu,Tamil Nadu,Q2 2022,01/04/22,28/06/22,Others,TOTAL,459948,277767177,27.7767177,603.9099573
